k_Mpc,P_R,P_t
3.282199002e-02,2.192200156e-09,8.656604915e-12
3.564572791e-02,2.185708005e-09,8.656238312e-12
3.871239731e-02,2.179206105e-09,8.655870616e-12
4.204289809e-02,2.172696305e-09,8.655501820e-12
4.565992814e-02,2.166180284e-09,8.655131917e-12
4.958813813e-02,2.159659566e-09,8.654760901e-12
5.385429946e-02,2.153135536e-09,8.654388764e-12
5.848748672e-02,2.146609453e-09,8.654015501e-12
6.351927584e-02,2.140082460e-09,8.653641105e-12
6.898395930e-02,2.133555593e-09,8.653265569e-12
7.491877982e-02,2.127029795e-09,8.652888887e-12
8.136418417e-02,2.120505920e-09,8.652511053e-12
8.836409885e-02,2.113984744e-09,8.652132060e-12
9.596622943e-02,2.107466972e-09,8.651751902e-12
1.042223857e-01,2.100953242e-09,8.651370574e-12
1.131888347e-01,2.094444132e-09,8.650988069e-12
1.229266843e-01,2.087940170e-09,8.650604381e-12
1.335022994e-01,2.081441831e-09,8.650219503e-12
1.449877548e-01,2.074949548e-09,8.649833431e-12
1.574613256e-01,2.068463712e-09,8.649446157e-12
1.710080213e-01,2.061984679e-09,8.649057676e-12
1.857201649e-01,2.055512770e-09,8.648667981e-12
2.016980220e-01,2.049048276e-09,8.648277067e-12
2.190504844e-01,2.042591464e-09,8.647884927e-12
2.378958120e-01,2.036142571e-09,8.647491556e-12
2.583624387e-01,2.029701814e-09,8.647096947e-12
2.805898480e-01,2.023269390e-09,8.646701094e-12
3.047295234e-01,2.016845477e-09,8.646303992e-12
3.309459808e-01,2.010430236e-09,8.645905633e-12
3.594178896e-01,2.004023812e-09,8.645506011e-12
3.903392905e-01,1.997626338e-09,8.645105122e-12
4.239209181e-01,1.991237932e-09,8.644702957e-12
4.603916366e-01,1.984858703e-09,8.644299512e-12
5.000000000e-01,1.978488749e-09,8.643894779e-12
