k_Mpc,P_R,P_t
3.871239731e-02,2.181595334e-09,8.990480609e-12
4.204289809e-02,2.174818662e-09,8.990082778e-12
4.565992814e-02,2.168048642e-09,8.989683714e-12
4.958813813e-02,2.161285661e-09,8.989283412e-12
5.385429946e-02,2.154530071e-09,8.988881864e-12
5.848748672e-02,2.147782188e-09,8.988479066e-12
6.351927584e-02,2.141042298e-09,8.988075010e-12
6.898395930e-02,2.134310659e-09,8.987669691e-12
7.491877982e-02,2.127587502e-09,8.987263102e-12
8.136418417e-02,2.120873038e-09,8.986855236e-12
8.836409885e-02,2.114167454e-09,8.986446089e-12
9.596622943e-02,2.107470923e-09,8.986035652e-12
1.042223857e-01,2.100783596e-09,8.985623921e-12
1.131888347e-01,2.094105613e-09,8.985210889e-12
1.229266843e-01,2.087437098e-09,8.984796549e-12
1.335022994e-01,2.080778164e-09,8.984380894e-12
1.449877548e-01,2.074128910e-09,8.983963920e-12
1.574613256e-01,2.067489430e-09,8.983545618e-12
1.710080213e-01,2.060859804e-09,8.983125983e-12
1.857201649e-01,2.054240107e-09,8.982705009e-12
2.016980220e-01,2.047630405e-09,8.982282687e-12
2.190504844e-01,2.041030758e-09,8.981859013e-12
2.378958120e-01,2.034441220e-09,8.981433980e-12
2.583624387e-01,2.027861839e-09,8.981007580e-12
2.805898480e-01,2.021292659e-09,8.980579807e-12
3.047295234e-01,2.014733719e-09,8.980150655e-12
3.309459808e-01,2.008185055e-09,8.979720116e-12
3.594178896e-01,2.001646698e-09,8.979288184e-12
3.903392905e-01,1.995118677e-09,8.978854852e-12
4.239209181e-01,1.988601018e-09,8.978420113e-12
4.603916366e-01,1.982093743e-09,8.977983961e-12
5.000000000e-01,1.975596873e-09,8.977546387e-12
