k_over_kpivot,scalar_transfer,tensor_transfer
1.587401052e-03,1.282736471e+01,1.000027145e+00
1.723968167e-03,1.125307370e+01,1.000051139e+00
1.872284410e-03,9.866204189e+00,1.000073401e+00
2.033360580e-03,8.644389559e+00,1.000093818e+00
2.208294437e-03,7.567957855e+00,1.000112282e+00
2.398278185e-03,6.619612129e+00,1.000128688e+00
2.604606594e-03,5.784149770e+00,1.000142938e+00
2.828685826e-03,5.048216258e+00,1.000154943e+00
3.072043019e-03,4.400089261e+00,1.000164628e+00
3.336336691e-03,3.829489516e+00,1.000171936e+00
3.623368048e-03,3.327415260e+00,1.000176826e+00
3.935093255e-03,2.885997348e+00,1.000179287e+00
4.273636772e-03,2.498372413e+00,1.000179334e+00
4.641305828e-03,2.158571555e+00,1.000177013e+00
5.040606148e-03,1.861422204e+00,1.000172410e+00
5.474259030e-03,1.602460758e+00,1.000165646e+00
5.945219890e-03,1.377853567e+00,1.000156886e+00
6.456698404e-03,1.184323742e+00,1.000146335e+00
7.012180381e-03,1.019081143e+00,1.000134241e+00
7.615451524e-03,8.797528478e-01,1.000120886e+00
8.270623225e-03,7.643114538e-01,1.000106588e+00
8.982160587e-03,6.709989575e-01,1.000091685e+00
9.754912854e-03,5.982447032e-01,1.000076533e+00
1.059414646e-02,5.445773169e-01,1.000061486e+00
1.150558092e-02,5.085327102e-01,1.000046882e+00
1.249542781e-02,4.885632163e-01,1.000033031e+00
1.357043310e-02,4.829565052e-01,1.000020199e+00
1.473792314e-02,4.897765553e-01,1.000008589e+00
1.600585454e-02,5.068415417e-01,9.999983383e-01
1.738286849e-02,5.317534607e-01,9.999895107e-01
1.887834955e-02,5.619897831e-01,9.999820980e-01
2.050248967e-02,5.950569652e-01,9.999760295e-01
2.226635764e-02,6.286892729e-01,9.999711863e-01
2.418197451e-02,6.610569765e-01,9.999674201e-01
2.626239552e-02,6.909321052e-01,9.999645725e-01
2.852179909e-02,7.177569845e-01,9.999624925e-01
3.097558342e-02,7.415793080e-01,9.999610490e-01
3.364047145e-02,7.628588578e-01,9.999601359e-01
3.653462485e-02,7.822030331e-01,9.999596715e-01
3.967776774e-02,8.001252827e-01,9.999595929e-01
4.309132116e-02,8.169146282e-01,9.999598501e-01
4.679854903e-02,8.326479583e-01,9.999604000e-01
5.082471673e-02,8.472984978e-01,9.999612037e-01
5.519726326e-02,8.608481378e-01,9.999622255e-01
5.994598823e-02,8.733343500e-01,9.999634332e-01
6.510325500e-02,8.848315930e-01,9.999647977e-01
7.070421118e-02,8.954160991e-01,9.999662927e-01
7.678702822e-02,9.051520074e-01,9.999678945e-01
8.339316151e-02,9.140964523e-01,9.999695815e-01
9.056763295e-02,9.223048590e-01,9.999713338e-01
9.835933774e-02,9.298306592e-01,9.999731333e-01
1.068213776e-01,9.367241327e-01,9.999749630e-01
1.160114228e-01,9.430324064e-01,9.999768073e-01
1.259921050e-01,9.487996152e-01,9.999786517e-01
1.368314441e-01,9.540669470e-01,9.999804825e-01
1.486033121e-01,9.588727324e-01,9.999822867e-01
1.613879362e-01,9.632525662e-01,9.999840525e-01
1.752724456e-01,9.672394519e-01,9.999857683e-01
1.903514657e-01,9.708639776e-01,9.999874237e-01
2.067277623e-01,9.741545315e-01,9.999890089e-01
2.245129428e-01,9.771375737e-01,9.999905149e-01
2.438282160e-01,9.798379694e-01,9.999919339e-01
2.648052186e-01,9.822793560e-01,9.999932592e-01
2.875869125e-01,9.844844551e-01,9.999944853e-01
3.123285586e-01,9.864751603e-01,9.999956081e-01
3.391987754e-01,9.882722347e-01,9.999966251e-01
3.683806877e-01,9.898946503e-01,9.999975348e-01
4.000731751e-01,9.913589199e-01,9.999983368e-01
4.344922272e-01,9.926788692e-01,9.999990313e-01
4.718724154e-01,9.938659924e-01,9.999996188e-01
5.124684919e-01,9.949301324e-01,1.000000100e+00
5.565571257e-01,9.958801153e-01,1.000000474e+00
6.044387881e-01,9.967241516e-01,1.000000742e+00
6.564398004e-01,9.974700141e-01,1.000000902e+00
7.129145582e-01,9.981250804e-01,1.000000954e+00
7.742479463e-01,9.986963200e-01,1.000000897e+00
8.408579617e-01,9.991902719e-01,1.000000728e+00
9.131985628e-01,9.996130312e-01,1.000000447e+00
9.917627627e-01,9.999702489e-01,1.000000051e+00
1.077085989e+00,1.000267142e+00,9.999995393e-01
1.169749734e+00,1.000508512e+00,9.999989091e-01
1.270385517e+00,1.000698768e+00,9.999981590e-01
1.379679186e+00,1.000841952e+00,9.999972872e-01
1.498375596e+00,1.000941765e+00,9.999962920e-01
1.627283683e+00,1.001001592e+00,9.999951718e-01
1.767281977e+00,1.001024526e+00,9.999939249e-01
1.919324589e+00,1.001013395e+00,9.999925499e-01
2.084447714e+00,1.000970780e+00,9.999910452e-01
2.263776694e+00,1.000899036e+00,9.999894096e-01
2.458533685e+00,1.000800314e+00,9.999876416e-01
2.670045989e+00,1.000676574e+00,9.999857400e-01
2.899755096e+00,1.000529604e+00,9.999837035e-01
3.149226512e+00,1.000361036e+00,9.999815309e-01
3.420160427e+00,1.000172355e+00,9.999792212e-01
3.714403298e+00,9.999649161e-01,9.999767731e-01
4.033960440e+00,9.997399525e-01,9.999741856e-01
4.381009688e+00,9.994985884e-01,9.999714578e-01
4.757916239e+00,9.992418473e-01,9.999685884e-01
5.167248774e+00,9.989706609e-01,9.999655767e-01
5.611796960e+00,9.986858771e-01,9.999624215e-01
6.094590469e+00,9.983882677e-01,9.999591220e-01
6.618919616e+00,9.980785345e-01,9.999556773e-01
7.188357791e+00,9.977573158e-01,9.999520863e-01
7.806785810e+00,9.974251919e-01,9.999483483e-01
8.478418362e+00,9.970826903e-01,9.999444623e-01
9.207832732e+00,9.967302901e-01,9.999404274e-01
1.000000000e+01,9.963684264e-01,9.999362428e-01
