k_over_kpivot,scalar_transfer,tensor_transfer
1.249542781e-02,5.171424765e-01,9.999846091e-01
1.357043310e-02,5.248419441e-01,9.999754585e-01
1.473792314e-02,5.423548796e-01,9.999675186e-01
1.600585454e-02,5.671867959e-01,9.999608378e-01
1.738286849e-02,5.967768560e-01,9.999554005e-01
1.887834955e-02,6.286642377e-01,9.999511359e-01
2.050248967e-02,6.606875731e-01,9.999479332e-01
2.226635764e-02,6.911770547e-01,9.999456580e-01
2.418197451e-02,7.190873477e-01,9.999441701e-01
2.626239552e-02,7.440232988e-01,9.999433385e-01
2.852179909e-02,7.661357282e-01,9.999430505e-01
3.097558342e-02,7.859084839e-01,9.999432153e-01
3.364047145e-02,8.039043506e-01,9.999437624e-01
3.653462485e-02,8.205604580e-01,9.999446370e-01
3.967776774e-02,8.361023969e-01,9.999457937e-01
4.309132116e-02,8.505839456e-01,9.999471934e-01
4.679854903e-02,8.639924634e-01,9.999488005e-01
5.082471673e-02,8.763366670e-01,9.999505826e-01
5.519726326e-02,8.876709839e-01,9.999525103e-01
5.994598823e-02,8.980723807e-01,9.999545573e-01
6.510325500e-02,9.076139552e-01,9.999566999e-01
7.070421118e-02,9.163585187e-01,9.999589165e-01
7.678702822e-02,9.243637395e-01,9.999611873e-01
8.339316151e-02,9.316851098e-01,9.999634945e-01
9.056763295e-02,9.383752717e-01,9.999658213e-01
9.835933774e-02,9.444834188e-01,9.999681526e-01
1.068213776e-01,9.500554273e-01,9.999704739e-01
1.160114228e-01,9.551339913e-01,9.999727721e-01
1.259921050e-01,9.597587175e-01,9.999750347e-01
1.368314441e-01,9.639662590e-01,9.999772499e-01
1.486033121e-01,9.677904710e-01,9.999794067e-01
1.613879362e-01,9.712625896e-01,9.999814950e-01
1.752724456e-01,9.744114387e-01,9.999835050e-01
1.903514657e-01,9.772636778e-01,9.999854280e-01
2.067277623e-01,9.798440999e-01,9.999872559e-01
2.245129428e-01,9.821759760e-01,9.999889819e-01
2.438282160e-01,9.842814021e-01,9.999905999e-01
2.648052186e-01,9.861815416e-01,9.999921055e-01
2.875869125e-01,9.878966048e-01,9.999934951e-01
3.123285586e-01,9.894454647e-01,9.999947669e-01
3.391987754e-01,9.908450394e-01,9.999959196e-01
3.683806877e-01,9.921098064e-01,9.999969532e-01
4.000731751e-01,9.932517818e-01,9.999978679e-01
4.344922272e-01,9.942809698e-01,9.999986642e-01
4.718724154e-01,9.952059934e-01,9.999993425e-01
5.124684919e-01,9.960346193e-01,9.999999030e-01
5.565571257e-01,9.967740704e-01,1.000000345e+00
6.044387881e-01,9.974311570e-01,1.000000669e+00
6.564398004e-01,9.980123072e-01,1.000000873e+00
7.129145582e-01,9.985235585e-01,1.000000957e+00
7.742479463e-01,9.989705441e-01,1.000000918e+00
8.408579617e-01,9.993584875e-01,1.000000756e+00
9.131985628e-01,9.996922075e-01,1.000000469e+00
9.917627627e-01,9.999761314e-01,1.000000054e+00
1.077085989e+00,1.000214315e+00,9.999995118e-01
1.169749734e+00,1.000410465e+00,9.999988391e-01
1.270385517e+00,1.000567964e+00,9.999980348e-01
1.379679186e+00,1.000689894e+00,9.999970972e-01
1.498375596e+00,1.000779060e+00,9.999960248e-01
1.627283683e+00,1.000838016e+00,9.999948162e-01
1.767281977e+00,1.000869081e+00,9.999934699e-01
1.919324589e+00,1.000874365e+00,9.999919847e-01
2.084447714e+00,1.000855783e+00,9.999903591e-01
2.263776694e+00,1.000815073e+00,9.999885919e-01
2.458533685e+00,1.000753815e+00,9.999866819e-01
2.670045989e+00,1.000673440e+00,9.999846279e-01
2.899755096e+00,1.000575248e+00,9.999824288e-01
3.149226512e+00,1.000460417e+00,9.999800834e-01
3.420160427e+00,1.000330014e+00,9.999775908e-01
3.714403298e+00,1.000185007e+00,9.999749497e-01
4.033960440e+00,1.000026274e+00,9.999721593e-01
4.381009688e+00,9.998546081e-01,9.999692184e-01
4.757916239e+00,9.996707286e-01,9.999661262e-01
5.167248774e+00,9.994752862e-01,9.999628816e-01
5.611796960e+00,9.992688697e-01,9.999594837e-01
6.094590469e+00,9.990520115e-01,9.999559315e-01
6.618919616e+00,9.988251931e-01,9.999522242e-01
7.188357791e+00,9.985888493e-01,9.999483608e-01
7.806785810e+00,9.983433730e-01,9.999443405e-01
8.478418362e+00,9.980891189e-01,9.999401622e-01
9.207832732e+00,9.978264069e-01,9.999358251e-01
1.000000000e+01,9.975555255e-01,9.999313284e-01
