k_over_kpivot,scalar_transfer,tensor_transfer
2.000000000e-05,1.003323610e+04,9.978026715e-01
2.172063783e-05,8.831521382e+03,9.978467777e-01
2.358930540e-05,7.773763475e+03,9.978908795e-01
2.561873796e-05,6.842715685e+03,9.979349762e-01
2.782276645e-05,6.023197649e+03,9.979790668e-01
3.021641168e-05,5.301847763e+03,9.980231502e-01
3.281598674e-05,4.666905273e+03,9.980672252e-01
3.563920816e-05,4.108018471e+03,9.981112905e-01
3.870531665e-05,3.616075875e+03,9.981553445e-01
4.203520826e-05,3.183057631e+03,9.981993855e-01
4.565157675e-05,2.801904725e+03,9.982434115e-01
4.957906825e-05,2.466403863e+03,9.982874204e-01
5.384444928e-05,2.171086144e+03,9.983314097e-01
5.847678911e-05,1.911137870e+03,9.983753765e-01
6.350765790e-05,1.682322050e+03,9.984193178e-01
6.897134185e-05,1.480909302e+03,9.984632300e-01
7.490507686e-05,1.303617036e+03,9.985071092e-01
8.134930232e-05,1.147555924e+03,9.985509509e-01
8.834793668e-05,1.010182785e+03,9.985947500e-01
9.594867680e-05,8.892591118e+02,9.986385010e-01
1.042033230e-04,7.828145694e+02,9.986821975e-01
1.131681320e-04,6.891148654e+02,9.987258326e-01
1.229042004e-04,6.066334705e+02,9.987693982e-01
1.334778813e-04,5.340267274e+02,9.988128855e-01
1.449612359e-04,4.701119411e+02,9.988562846e-01
1.574325253e-04,4.138480953e+02,9.988995845e-01
1.709767432e-04,3.643188782e+02,9.989427728e-01
1.856861959e-04,3.207177428e+02,9.989858357e-01
2.016611306e-04,2.823347566e+02,9.990287580e-01
2.190104191e-04,2.485450267e+02,9.990715225e-01
2.378522998e-04,2.187985127e+02,9.991141103e-01
2.583151831e-04,1.926110588e+02,9.991565004e-01
2.805385269e-04,1.695565011e+02,9.991986695e-01
3.046737871e-04,1.492597203e+02,9.992405917e-01
3.308854494e-04,1.313905270e+02,9.992822387e-01
3.593521505e-04,1.156582789e+02,9.993235789e-01
3.902678958e-04,1.018071440e+02,9.993645777e-01
4.238433811e-04,8.961192997e+01,9.994051971e-01
4.603074290e-04,7.887441448e+01,9.994453953e-01
4.999085479e-04,6.942011425e+01,9.994851268e-01
5.429166259e-04,6.109544166e+01,9.995243416e-01
5.896247703e-04,5.376520191e+01,9.995629854e-01
6.403513047e-04,4.731039005e+01,9.996009994e-01
6.954419387e-04,4.162625196e+01,9.996383197e-01
7.552721243e-04,3.662057769e+01,9.996748775e-01
8.202496139e-04,3.221219933e+01,9.997105990e-01
8.908172398e-04,2.832966886e+01,9.997454049e-01
9.674559321e-04,2.491009447e+01,9.997792110e-01
1.050687996e-03,2.189811652e+01,9.998119280e-01
1.141080672e-03,1.924500612e+01,9.998434617e-01
1.239250001e-03,1.690787204e+01,9.998737135e-01
1.345865023e-03,1.484896271e+01,9.999025811e-01
1.461652336e-03,1.303505220e+01,9.999299589e-01
1.587401052e-03,1.143689995e+01,9.999557394e-01
1.723968167e-03,1.002877567e+01,9.999798138e-01
1.872284410e-03,8.788041559e+00,1.000002074e+00
2.033360580e-03,7.694785079e+00,1.000022416e+00
2.208294437e-03,6.731496354e+00,1.000040737e+00
2.398278185e-03,5.882784854e+00,1.000056945e+00
2.604606594e-03,5.135130806e+00,1.000070955e+00
2.828685826e-03,4.476667199e+00,1.000082697e+00
3.072043019e-03,3.896988756e+00,1.000092117e+00
3.336336691e-03,3.386984619e+00,1.000099183e+00
3.623368048e-03,2.938691806e+00,1.000103884e+00
3.935093255e-03,2.545166708e+00,1.000106239e+00
4.273636772e-03,2.200372072e+00,1.000106300e+00
4.641305828e-03,1.899076987e+00,1.000104151e+00
5.040606148e-03,1.636767384e+00,1.000099916e+00
5.474259030e-03,1.409564528e+00,1.000093757e+00
5.945219890e-03,1.214148892e+00,1.000085875e+00
6.456698404e-03,1.047686701e+00,1.000076511e+00
7.012180381e-03,9.077564829e-01,1.000065938e+00
7.615451524e-03,7.922731060e-01,1.000054458e+00
8.270623225e-03,6.994073349e-01,1.000042396e+00
8.982160587e-03,6.274999111e-01,1.000030083e+00
9.754912854e-03,5.749708351e-01,1.000017852e+00
1.059414646e-02,5.402269286e-01,1.000006015e+00
1.150558092e-02,5.215738789e-01,9.999948547e-01
