k_Mpc,P_R,P_t
7.937005260e-05,3.114989202e-08,9.040887618e-12
8.619840837e-05,2.723323863e-08,9.040705228e-12
9.361422050e-05,2.379285881e-08,9.040506438e-12
1.016680290e-04,2.077084526e-08,9.040290298e-12
1.104147218e-04,1.811642255e-08,9.040055898e-12
1.199139092e-04,1.578508565e-08,9.039802395e-12
1.302303297e-04,1.373784582e-08,9.039529034e-12
1.414342913e-04,1.194057077e-08,9.039235181e-12
1.536021509e-04,1.036340760e-08,9.038920353e-12
1.668168345e-04,8.980278410e-09,9.038584250e-12
1.811684024e-04,7.768439147e-09,9.038226792e-12
1.967546628e-04,6.708093529e-09,9.037848151e-12
2.136818386e-04,5.782054075e-09,9.037448789e-12
2.320652914e-04,4.975442890e-09,9.037029480e-12
2.520303074e-04,4.275424947e-09,9.036591340e-12
2.737129515e-04,3.670966644e-09,9.036135836e-12
2.972609945e-04,3.152612383e-09,9.035664794e-12
3.228349202e-04,2.712271848e-09,9.035180379e-12
3.506090191e-04,2.343010873e-09,9.034685067e-12
3.807725762e-04,2.038839428e-09,9.034181595e-12
4.135311613e-04,1.794491739e-09,9.033672882e-12
4.491080293e-04,1.605196217e-09,9.033161941e-12
4.877456427e-04,1.466437168e-09,9.032651756e-12
5.297073230e-04,1.373716331e-09,9.032145162e-12
5.752790460e-04,1.322330016e-09,9.031644711e-12
6.247713906e-04,1.307186100e-09,9.031152544e-12
6.785216552e-04,1.322692610e-09,9.030670292e-12
7.368961568e-04,1.362752905e-09,9.030198999e-12
8.002927271e-04,1.420897797e-09,9.029739099e-12
8.691434243e-04,1.490568221e-09,9.029290450e-12
9.439174773e-04,1.565531434e-09,9.028852414e-12
1.025124483e-03,1.640371901e-09,9.028423985e-12
1.113317882e-03,1.710955208e-09,9.028003950e-12
1.209098725e-03,1.774737472e-09,9.027591043e-12
1.313119776e-03,1.830805261e-09,9.027184080e-12
1.426089954e-03,1.879595852e-09,9.026782041e-12
1.548779171e-03,1.922356305e-09,9.026384108e-12
1.682023573e-03,1.960511693e-09,9.025989644e-12
1.826731243e-03,1.995164883e-09,9.025598153e-12
1.983888387e-03,2.026893011e-09,9.025209225e-12
2.154566058e-03,2.055851248e-09,9.024822507e-12
2.339927452e-03,2.082033008e-09,9.024437677e-12
2.541235837e-03,2.105483245e-09,9.024054443e-12
2.759863163e-03,2.126356016e-09,9.023672540e-12
2.997299412e-03,2.144857516e-09,9.023291729e-12
3.255162750e-03,2.161182400e-09,9.022911796e-12
3.535210559e-03,2.175498706e-09,9.022532547e-12
3.839351411e-03,2.187960410e-09,9.022153803e-12
4.169658076e-03,2.198714619e-09,9.021775403e-12
4.528381648e-03,2.207900078e-09,9.021397196e-12
4.917966887e-03,2.215645878e-09,9.021019045e-12
5.341068882e-03,2.222071891e-09,9.020640821e-12
5.800571141e-03,2.227289217e-09,9.020262403e-12
6.299605249e-03,2.231400522e-09,9.019883679e-12
6.841572206e-03,2.234500463e-09,9.019504545e-12
7.430165605e-03,2.236676162e-09,9.019124900e-12
8.069396808e-03,2.238007719e-09,9.018744652e-12
8.763622280e-03,2.238568786e-09,9.018363715e-12
9.517573283e-03,2.238427225e-09,9.017982008e-12
1.033638812e-02,2.237645865e-09,9.017599461e-12
1.122564714e-02,2.236283358e-09,9.017216011e-12
1.219141080e-02,2.234395025e-09,9.016831604e-12
1.324026093e-02,2.232033444e-09,9.016446198e-12
1.437934563e-02,2.229248446e-09,9.016059765e-12
1.561642793e-02,2.226086283e-09,9.015672284e-12
1.695993877e-02,2.222588293e-09,9.015283748e-12
1.841903438e-02,2.218789884e-09,9.014894154e-12
2.000365875e-02,2.214720570e-09,9.014503505e-12
2.172461136e-02,2.210405057e-09,9.014111806e-12
2.359362077e-02,2.205864710e-09,9.013719061e-12
2.562342460e-02,2.201118760e-09,9.013325270e-12
2.782785629e-02,2.196185023e-09,9.012930433e-12
3.022193940e-02,2.191080207e-09,9.012534543e-12
3.282199002e-02,2.185819994e-09,9.012137593e-12
3.564572791e-02,2.180419035e-09,9.011739572e-12
3.871239731e-02,2.174890937e-09,9.011340470e-12
4.204289809e-02,2.169248261e-09,9.010940271e-12
4.565992814e-02,2.163502550e-09,9.010538962e-12
4.958813813e-02,2.157664371e-09,9.010136529e-12
5.385429946e-02,2.151743373e-09,9.009732957e-12
5.848748672e-02,2.145748345e-09,9.009328231e-12
6.351927584e-02,2.139687283e-09,9.008922336e-12
6.898395930e-02,2.133567452e-09,9.008515260e-12
7.491877982e-02,2.127395447e-09,9.008106988e-12
8.136418417e-02,2.121177250e-09,9.007697507e-12
8.836409885e-02,2.114918288e-09,9.007286805e-12
9.596622943e-02,2.108623475e-09,9.006874869e-12
1.042223857e-01,2.102297268e-09,9.006461689e-12
1.131888347e-01,2.095943700e-09,9.006047252e-12
1.229266843e-01,2.089566424e-09,9.005631548e-12
1.335022994e-01,2.083168749e-09,9.005214567e-12
1.449877548e-01,2.076753667e-09,9.004796298e-12
1.574613256e-01,2.070323887e-09,9.004376732e-12
1.710080213e-01,2.063881860e-09,9.003955858e-12
1.857201649e-01,2.057429803e-09,9.003533669e-12
2.016980220e-01,2.050969720e-09,9.003110154e-12
2.190504844e-01,2.044503426e-09,9.002685304e-12
2.378958120e-01,2.038032558e-09,9.002259112e-12
2.583624387e-01,2.031558599e-09,9.001831569e-12
2.805898480e-01,2.025082887e-09,9.001402665e-12
3.047295234e-01,2.018606634e-09,9.000972394e-12
3.309459808e-01,2.012130932e-09,9.000540746e-12
3.594178896e-01,2.005656769e-09,9.000107714e-12
3.903392905e-01,1.999185038e-09,8.999673290e-12
4.239209181e-01,1.992716543e-09,8.999237466e-12
4.603916366e-01,1.986252012e-09,8.998800233e-12
5.000000000e-01,1.979792103e-09,8.998361585e-12
