k_Mpc,P_R,P_t
4.837279661e-05,5.568993539e-08,8.769071831e-12
5.253439980e-05,4.879134073e-08,8.768954856e-12
5.705403360e-05,4.273270444e-08,8.768826110e-12
6.196250004e-05,3.741147820e-08,8.768684663e-12
6.729325113e-05,3.273767394e-08,8.768529559e-12
7.308261682e-05,2.863233119e-08,8.768359824e-12
7.937005260e-05,2.502617308e-08,8.768174480e-12
8.619840837e-05,2.185842784e-08,8.767972558e-12
9.361422050e-05,1.907579597e-08,8.767753115e-12
1.016680290e-04,1.663154526e-08,8.767515257e-12
1.104147218e-04,1.448471836e-08,8.767258160e-12
1.199139092e-04,1.259943920e-08,8.766981098e-12
1.302303297e-04,1.094430640e-08,8.766683473e-12
1.414342913e-04,9.491863009e-09,8.766364847e-12
1.536021509e-04,8.218133169e-09,8.766024976e-12
1.668168345e-04,7.102217265e-09,8.765663847e-12
1.811684024e-04,6.125937685e-09,8.765281712e-12
1.967546628e-04,5.273528010e-09,8.764879125e-12
2.136818386e-04,4.531358631e-09,8.764456963e-12
2.320652914e-04,3.887691945e-09,8.764016460e-12
2.520303074e-04,3.332460232e-09,8.763559210e-12
2.737129515e-04,2.857059171e-09,8.763087170e-12
2.972609945e-04,2.454149852e-09,8.762602648e-12
3.228349202e-04,2.117462250e-09,8.762108259e-12
3.506090191e-04,1.841593737e-09,8.761606875e-12
3.807725762e-04,1.621797641e-09,8.761101540e-12
4.135311613e-04,1.453759599e-09,8.760595370e-12
4.491080293e-04,1.333363845e-09,8.760091429e-12
4.877456427e-04,1.256457870e-09,8.759592598e-12
5.297073230e-04,1.218631976e-09,8.759101435e-12
5.752790460e-04,1.215039142e-09,8.758620044e-12
6.247713906e-04,1.240288415e-09,8.758149974e-12
6.785216552e-04,1.288448507e-09,8.757692148e-12
7.368961568e-04,1.353193129e-09,8.757246850e-12
8.002927271e-04,1.428101681e-09,8.756813761e-12
8.691434243e-04,1.507096134e-09,8.756392064e-12
9.439174773e-04,1.584950409e-09,8.755980585e-12
1.025124483e-03,1.657763476e-09,8.755577965e-12
1.113317882e-03,1.723261338e-09,8.755182829e-12
1.209098725e-03,1.780809323e-09,8.754793918e-12
1.313119776e-03,1.831088887e-09,8.754410174e-12
1.426089954e-03,1.875511667e-09,8.754030761e-12
1.548779171e-03,1.915561507e-09,8.753655041e-12
1.682023573e-03,1.952302908e-09,8.753282519e-12
1.826731243e-03,1.986220436e-09,8.752912785e-12
1.983888387e-03,2.017378078e-09,8.752545480e-12
2.154566058e-03,2.045716911e-09,8.752180276e-12
2.339927452e-03,2.071270437e-09,8.751816873e-12
2.541235837e-03,2.094199039e-09,8.751454999e-12
2.759863163e-03,2.114711268e-09,8.751094412e-12
2.997299412e-03,2.132995810e-09,8.750734892e-12
3.255162750e-03,2.149213150e-09,8.750376238e-12
3.535210559e-03,2.163512595e-09,8.750018268e-12
3.839351411e-03,2.176038647e-09,8.749660815e-12
4.169658076e-03,2.186928120e-09,8.749303725e-12
4.528381648e-03,2.196308789e-09,8.748946855e-12
4.917966887e-03,2.204299935e-09,8.748590072e-12
5.341068882e-03,2.211012660e-09,8.748233252e-12
5.800571141e-03,2.216550123e-09,8.747876279e-12
6.299605249e-03,2.221007894e-09,8.747519043e-12
6.841572206e-03,2.224474355e-09,8.747161441e-12
7.430165605e-03,2.227031148e-09,8.746803378e-12
8.069396808e-03,2.228753706e-09,8.746444763e-12
8.763622280e-03,2.229711875e-09,8.746085514e-12
9.517573283e-03,2.229970671e-09,8.745725558e-12
1.033638812e-02,2.229591141e-09,8.745364829e-12
1.122564714e-02,2.228631231e-09,8.745003273e-12
1.219141080e-02,2.227146372e-09,8.744640849e-12
1.324026093e-02,2.225189359e-09,8.744277525e-12
1.437934563e-02,2.222809314e-09,8.743913284e-12
1.561642793e-02,2.220050121e-09,8.743548118e-12
1.695993877e-02,2.216949312e-09,8.743182026e-12
1.841903438e-02,2.213538222e-09,8.742815011e-12
2.000365875e-02,2.209843279e-09,8.742447078e-12
2.172461136e-02,2.205887614e-09,8.742078229e-12
2.359362077e-02,2.201692312e-09,8.741708464e-12
2.562342460e-02,2.197277094e-09,8.741337780e-12
2.782785629e-02,2.192660574e-09,8.740966171e-12
3.022193940e-02,2.187860295e-09,8.740593627e-12
3.282199002e-02,2.182892700e-09,8.740220136e-12
3.564572791e-02,2.177773105e-09,8.739845684e-12
3.871239731e-02,2.172515690e-09,8.739470256e-12
4.204289809e-02,2.167133531e-09,8.739093837e-12
4.565992814e-02,2.161638639e-09,8.738716411e-12
4.958813813e-02,2.156042023e-09,8.738337963e-12
5.385429946e-02,2.150353754e-09,8.737958476e-12
5.848748672e-02,2.144583030e-09,8.737577936e-12
6.351927584e-02,2.138738247e-09,8.737196329e-12
6.898395930e-02,2.132827059e-09,8.736813639e-12
7.491877982e-02,2.126856443e-09,8.736429854e-12
8.136418417e-02,2.120832754e-09,8.736044961e-12
8.836409885e-02,2.114761778e-09,8.735658948e-12
9.596622943e-02,2.108648783e-09,8.735271802e-12
1.042223857e-01,2.102498563e-09,8.734883512e-12
1.131888347e-01,2.096315480e-09,8.734494067e-12
1.229266843e-01,2.090103502e-09,8.734103458e-12
1.335022994e-01,2.083866237e-09,8.733711673e-12
1.449877548e-01,2.077606966e-09,8.733318704e-12
1.574613256e-01,2.071328673e-09,8.732924540e-12
1.710080213e-01,2.065034070e-09,8.732529172e-12
1.857201649e-01,2.058725621e-09,8.732132593e-12
2.016980220e-01,2.052405567e-09,8.731734793e-12
2.190504844e-01,2.046075941e-09,8.731335763e-12
2.378958120e-01,2.039738593e-09,8.730935496e-12
2.583624387e-01,2.033395202e-09,8.730533984e-12
2.805898480e-01,2.027047292e-09,8.730131218e-12
3.047295234e-01,2.020696248e-09,8.729727191e-12
3.309459808e-01,2.014343327e-09,8.729321895e-12
3.594178896e-01,2.007989670e-09,8.728915323e-12
3.903392905e-01,2.001636312e-09,8.728507468e-12
4.239209181e-01,1.995284193e-09,8.728098321e-12
4.603916366e-01,1.988934165e-09,8.727687876e-12
5.000000000e-01,1.982587003e-09,8.727276125e-12
