k_Mpc,P_R,P_t
1.826731243e-03,2.278672689e-09,8.735397397e-12
1.983888387e-03,2.285718999e-09,8.735053497e-12
2.154566058e-03,2.291553953e-09,8.734709466e-12
2.339927452e-03,2.296275845e-09,8.734365199e-12
2.541235837e-03,2.299975591e-09,8.734020597e-12
2.759863163e-03,2.302737190e-09,8.733675567e-12
2.997299412e-03,2.304638274e-09,8.733330024e-12
3.255162750e-03,2.305750748e-09,8.732983887e-12
3.535210559e-03,2.306141571e-09,8.732637086e-12
3.839351411e-03,2.305873649e-09,8.732289558e-12
4.169658076e-03,2.305006717e-09,8.731941253e-12
4.528381648e-03,2.303597926e-09,8.731592129e-12
4.917966887e-03,2.301701684e-09,8.731242158e-12
5.341068882e-03,2.299368569e-09,8.730891323e-12
5.800571141e-03,2.296643706e-09,8.730539616e-12
6.299605249e-03,2.293565663e-09,8.730187038e-12
6.841572206e-03,2.290166657e-09,8.729833591e-12
7.430165605e-03,2.286473893e-09,8.729479280e-12
8.069396808e-03,2.282511222e-09,8.729124107e-12
8.763622280e-03,2.278300411e-09,8.728768074e-12
9.517573283e-03,2.273861825e-09,8.728411176e-12
1.033638812e-02,2.269214689e-09,8.728053407e-12
1.122564714e-02,2.264377120e-09,8.727694759e-12
1.219141080e-02,2.259366099e-09,8.727335219e-12
1.324026093e-02,2.254197438e-09,8.726974775e-12
1.437934563e-02,2.248885783e-09,8.726613412e-12
1.561642793e-02,2.243444634e-09,8.726251116e-12
1.695993877e-02,2.237886399e-09,8.725887872e-12
1.841903438e-02,2.232222449e-09,8.725523664e-12
2.000365875e-02,2.226463188e-09,8.725158478e-12
2.172461136e-02,2.220618121e-09,8.724792299e-12
2.359362077e-02,2.214695925e-09,8.724425114e-12
2.562342460e-02,2.208704512e-09,8.724056909e-12
2.782785629e-02,2.202651095e-09,8.723687672e-12
3.022193940e-02,2.196542247e-09,8.723317389e-12
3.282199002e-02,2.190383953e-09,8.722946051e-12
3.564572791e-02,2.184181663e-09,8.722573644e-12
3.871239731e-02,2.177940338e-09,8.722200159e-12
4.204289809e-02,2.171664491e-09,8.721825585e-12
4.565992814e-02,2.165358232e-09,8.721449912e-12
4.958813813e-02,2.159025297e-09,8.721073131e-12
5.385429946e-02,2.152669085e-09,8.720695232e-12
5.848748672e-02,2.146292686e-09,8.720316208e-12
6.351927584e-02,2.139898910e-09,8.719936049e-12
6.898395930e-02,2.133490312e-09,8.719554746e-12
7.491877982e-02,2.127069215e-09,8.719172293e-12
8.136418417e-02,2.120637728e-09,8.718788680e-12
8.836409885e-02,2.114197770e-09,8.718403901e-12
9.596622943e-02,2.107751081e-09,8.718017947e-12
1.042223857e-01,2.101299245e-09,8.717630812e-12
1.131888347e-01,2.094843698e-09,8.717242488e-12
1.229266843e-01,2.088385746e-09,8.716852968e-12
1.335022994e-01,2.081926574e-09,8.716462244e-12
1.449877548e-01,2.075467258e-09,8.716070311e-12
1.574613256e-01,2.069008773e-09,8.715677161e-12
1.710080213e-01,2.062552008e-09,8.715282787e-12
1.857201649e-01,2.056097764e-09,8.714887183e-12
2.016980220e-01,2.049646772e-09,8.714490342e-12
2.190504844e-01,2.043199695e-09,8.714092257e-12
2.378958120e-01,2.036757131e-09,8.713692921e-12
2.583624387e-01,2.030319625e-09,8.713292328e-12
2.805898480e-01,2.023887672e-09,8.712890472e-12
3.047295234e-01,2.017461718e-09,8.712487345e-12
3.309459808e-01,2.011042169e-09,8.712082941e-12
3.594178896e-01,2.004629392e-09,8.711677254e-12
3.903392905e-01,1.998223721e-09,8.711270277e-12
4.239209181e-01,1.991825457e-09,8.710862003e-12
4.603916366e-01,1.985434875e-09,8.710452427e-12
5.000000000e-01,1.979052220e-09,8.710041540e-12
