k_over_kpivot,scalar_transfer,tensor_transfer
2.000000000e-05,3.642406146e+02,9.987784933e-01
2.172063783e-05,3.207006286e+02,9.988202361e-01
2.358930540e-05,2.823655295e+02,9.988618541e-01
2.561873796e-05,2.486127432e+02,9.989033322e-01
2.782276645e-05,2.188941813e+02,9.989446535e-01
3.021641168e-05,1.927273287e+02,9.989857991e-01
3.281598674e-05,1.696873974e+02,9.990267482e-01
3.563920816e-05,1.494004190e+02,9.990674777e-01
3.870531665e-05,1.315371638e+02,9.991079621e-01
4.203520826e-05,1.158077883e+02,9.991481731e-01
4.565157675e-05,1.019571220e+02,9.991880796e-01
4.957906825e-05,8.976051916e+01,9.992276475e-01
5.384444928e-05,7.902020672e+01,9.992668389e-01
5.847678911e-05,6.956206889e+01,9.993056128e-01
6.350765790e-05,6.123281693e+01,9.993439240e-01
6.897134185e-05,5.389749738e+01,9.993817234e-01
7.490507686e-05,4.743729862e+01,9.994189573e-01
8.134930232e-05,4.174761978e+01,9.994555678e-01
8.834793668e-05,3.673637082e+01,9.994914920e-01
9.594867680e-05,3.232247611e+01,9.995266622e-01
1.042033230e-04,2.843455702e+01,9.995610059e-01
1.131681320e-04,2.500977229e+01,9.995944453e-01
1.229042004e-04,2.199279720e+01,9.996268979e-01
1.334778813e-04,1.933492501e+01,9.996582764e-01
1.449612359e-04,1.699327605e+01,9.996884886e-01
1.574325253e-04,1.493010157e+01,9.997174387e-01
1.709767432e-04,1.311217115e+01,9.997450271e-01
1.856861959e-04,1.151023362e+01,9.997711515e-01
2.016611306e-04,1.009854276e+01,9.997957079e-01
2.190104191e-04,8.854440141e+00,9.998185918e-01
2.378522998e-04,7.757988289e+00,9.998397000e-01
2.583151831e-04,6.791648271e+00,9.998589323e-01
2.805385269e-04,5.939996432e+00,9.998761934e-01
3.046737871e-04,5.189475697e+00,9.998913962e-01
3.308854494e-04,4.528177402e+00,9.999044640e-01
3.593521505e-04,3.945650039e+00,9.999153341e-01
3.902678958e-04,3.432731745e+00,9.999239608e-01
4.238433811e-04,2.981403667e+00,9.999303199e-01
4.603074290e-04,2.584661611e+00,9.999344117e-01
4.999085479e-04,2.236403558e+00,9.999362652e-01
5.429166259e-04,1.931330746e+00,9.999359415e-01
5.896247703e-04,1.664860084e+00,9.999335368e-01
6.403513047e-04,1.433045604e+00,9.999291851e-01
6.954419387e-04,1.232506619e+00,9.999230589e-01
7.552721243e-04,1.060360091e+00,9.999153696e-01
8.202496139e-04,9.141546785e-01,9.999063655e-01
8.908172398e-04,7.918038475e-01,9.998963274e-01
9.674559321e-04,6.915156679e-01,9.998855630e-01
1.050687996e-03,6.117173979e-01,9.998743978e-01
1.141080672e-03,5.509739939e-01,9.998631639e-01
1.239250001e-03,5.079013714e-01,9.998521875e-01
1.345865023e-03,4.810777218e-01,9.998417739e-01
1.461652336e-03,4.689593804e-01,9.998321934e-01
1.587401052e-03,4.698113133e-01,9.998236673e-01
1.723968167e-03,4.816654708e-01,9.998163570e-01
1.872284410e-03,5.023217426e-01,9.998103572e-01
2.033360580e-03,5.294043557e-01,9.998056944e-01
2.208294437e-03,5.604795655e-01,9.998023319e-01
2.398278185e-03,5.932275362e-01,9.998001801e-01
2.604606594e-03,6.256435990e-01,9.997991130e-01
2.828685826e-03,6.562260412e-01,9.997989856e-01
3.072043019e-03,6.840970974e-01,9.997996519e-01
3.336336691e-03,7.090101254e-01,9.998009790e-01
3.623368048e-03,7.312248361e-01,9.998028556e-01
3.935093255e-03,7.512794678e-01,9.998051938e-01
4.273636772e-03,7.697353953e-01,9.998079265e-01
4.641305828e-03,7.869880294e-01,9.998110012e-01
5.040606148e-03,8.032078176e-01,9.998143748e-01
5.474259030e-03,8.184053891e-01,9.998180089e-01
5.945219890e-03,8.325482610e-01,9.998218687e-01
6.456698404e-03,8.456429685e-01,9.998259222e-01
7.012180381e-03,8.577460758e-01,9.998301408e-01
7.615451524e-03,8.689324792e-01,9.998344986e-01
8.270623225e-03,8.792694319e-01,9.998389721e-01
8.982160587e-03,8.888140191e-01,9.998435403e-01
9.754912854e-03,8.976198287e-01,9.998481836e-01
